YEAR MONTH PRCP TMAX TMIN TAVG ET DIF
2057 5 139.62 19.71 7.28 13.49 119.66 12.43
2057 6 142.05 26.65 12.36 19.51 163.75 14.29
2057 7 52.6 28.15 14.21 21.18 176.47 13.94
2057 8 61.85 27.5 13.62 20.56 160.55 13.87
2057 9 57.68 23.11 9.48 16.29 115.03 13.63
2057 10 65.09 18.41 4.07 11.24 79.21 14.35
2057 11 206.18 9.76 0.11 4.94 34.41 9.65
2057 12 109.16 3 -6.24 -1.62 18.42 9.24
2058 1 74.59 0.01 -9.56 -4.77 14.48 9.57
2058 2 75.2 1.38 -10.32 -4.47 19.29 11.7
2058 3 57.85 6.08 -4.63 0.73 39.53 10.71
2058 4 179.04 13.13 1.43 7.28 73.93 11.7
2058 5 124.44 19.65 7.35 13.5 119.06 12.3
2058 6 23.08 27.32 11.71 19.51 171.21 15.62
2058 7 52.97 28.96 14.52 21.74 182.15 14.44
2058 8 171.67 27.31 14.27 20.79 156.63 13.05
2058 9 117.51 22.97 10.58 16.77 111.2 12.38
2058 10 67.43 17.3 4.25 10.78 74.33 13.05
2058 11 45.25 10.59 -1.83 4.38 38.09 12.42
2058 12 87.93 2.25 -8.78 -3.26 18.08 11.04
2059 1 48.86 0.28 -10.73 -5.22 15 11.02
2059 2 93.88 2.02 -10.03 -4 20.98 12.06
2059 3 38.38 5.94 -5.5 0.22 40.21 11.44
2059 4 55.92 14.34 0.79 7.56 81.1 13.55
2059 5 102.75 19.54 6.01 12.77 122.54 13.52
2059 6 92.93 25.81 13.03 19.42 154.73 12.78
2059 7 94.62 28.24 15.35 21.79 172.17 12.89
2059 8 89.2 27.03 15.38 21.2 149.03 11.65
2059 9 95.98 24.15 10.71 17.43 117.2 13.45
2059 10 160.4 16.74 4.9 10.82 70.16 11.84
2059 11 138.46 12.97 2.27 7.62 40.03 10.69
2059 12 86.13 3.1 -6.93 -1.91 18.71 10.03
2060 1 45.76 0.16 -11.45 -5.65 14.88 11.61
2060 2 88.75 0.86 -9.62 -4.38 18.37 10.48
2060 3 65.42 6.19 -5.07 0.56 40.18 11.27
2060 4 42.3 15.53 0.35 7.94 86.4 15.17
2060 5 87.74 20.51 6.59 13.55 126.87 13.92
2060 6 196.04 25.55 13.31 19.43 151.19 12.23
2060 7 71.34 27.44 13.81 20.63 171.99 13.63
2060 8 51.85 27.32 15.6 21.46 151.04 11.72
2060 9 317.54 24.86 10.75 17.81 122.21 14.1
2060 10 178.96 17.51 3.71 10.61 75.99 13.8
2060 11 66.83 9.78 -1.79 3.99 36.12 11.57
2060 12 103.58 2.56 -7.33 -2.39 18.15 9.89
2061 1 117.69 2.35 -8.96 -3.31 17.52 11.31
2061 2 76.47 2.12 -9.1 -3.49 20.26 11.22
2061 3 49.45 6.6 -3.99 1.3 40.52 10.58
2061 4 167.12 14.14 2.55 8.34 76.71 11.6
2061 5 71.1 19.53 5.67 12.6 122.75 13.86
2061 6 35.88 26.15 11.82 18.98 161.67 14.33
2061 7 152.55 27.6 15.1 21.35 167.88 12.51
2061 8 126.12 28.58 14.82 21.7 164.6 13.75
2061 9 39.96 23.5 10.83 17.17 113.78 12.67
2061 10 72.39 18.49 3.73 11.11 79.99 14.76
2061 11 151.75 11.37 -0.94 5.22 39.36 12.31
2061 12 102.36 3.74 -5.84 -1.05 19.41 9.57
2062 1 80.95 1.85 -9.05 -3.6 16.84 10.9
2062 2 79 -0.02 -11.09 -5.55 17.23 11.07
2062 3 89.5 6.76 -4.31 1.23 41.28 11.07
2062 4 142.97 14.78 2.25 8.52 80.23 12.52
2062 5 110.92 20.61 8.06 14.34 123.48 12.55
2062 6 100.94 24.29 11.64 17.96 147.67 12.65
2062 7 63.41 28.75 14.68 21.71 179.71 14.07
2062 8 68.79 28.58 14.56 21.57 165.66 14.02
2062 9 101.67 24.86 11.24 18.05 120.89 13.61
2062 10 103.06 19.01 5.43 12.22 79.65 13.58
2062 11 84.21 10.82 0.19 5.5 37.03 10.63
2062 12 95.65 3.96 -6.18 -1.11 19.9 10.13
2063 1 166.98 1.05 -8.54 -3.74 15.64 9.59
2063 2 117.13 3.82 -7.81 -1.99 23.61 11.63
2063 3 78.17 6.23 -5.98 0.12 41.3 12.2
2063 4 168.71 13.6 1.35 7.47 76.86 12.25
2063 5 99.01 22.13 7.92 15.02 134.89 14.21
2063 6 80.06 26.93 13.02 19.98 163.89 13.91
2063 7 158.09 28.24 17.2 22.72 163.06 11.04
2063 8 29.48 27.64 13.44 20.54 161.73 14.2
2063 9 26.81 23.89 9.04 16.47 119.77 14.84
2063 10 152.8 17.32 6.47 11.9 69.69 10.85
2063 11 47.39 10.26 -2.94 3.66 37.56 13.2
2063 12 80.58 3.15 -7.16 -2.01 18.87 10.31
2064 1 117.82 1.97 -7.94 -2.98 16.76 9.91
2064 2 87.94 1.84 -9.37 -3.77 19.86 11.2
2064 3 46.12 6.42 -5.81 0.3 41.27 12.23
2064 4 107.51 13.27 1.3 7.28 74.79 11.97
2064 5 104.13 21.93 7.5 14.71 133.95 14.43
2064 6 45.41 25.06 10.12 17.59 158.86 14.94
2064 7 133.86 28.54 15.29 21.92 175.31 13.25
2064 8 136.64 27.43 14.28 20.85 157.57 13.16
2064 9 39.81 23.73 9.2 16.46 119.39 14.54
2064 10 67.58 18.36 4.93 11.64 77.7 13.43
2064 11 19.66 9.96 -1.34 4.31 36.23 11.31
2064 12 71.73 2.33 -7.91 -2.79 17.99 10.24
2065 1 102.26 -0.11 -10.92 -5.51 14.52 10.82
2065 2 124.1 3.43 -7.82 -2.19 22.13 11.25
2065 3 78.64 7.05 -4.1 1.48 41.97 11.15
2065 4 62.01 14.58 2.2 8.39 79.41 12.38
2065 5 44.35 21.68 6.46 14.07 134.84 15.21
2065 6 27.13 27.09 11.65 19.37 169.58 15.44
2065 7 42.89 27.11 14.54 20.82 166.03 12.57
2065 8 34.65 27.97 14.43 21.2 161.23 13.53
2065 9 48.33 24.22 8.68 16.45 123.42 15.54
2065 10 237.23 17.92 5.66 11.79 74.62 12.26
2065 11 156.24 11.73 1.45 6.59 38.09 10.28
2065 12 71.25 3.05 -5.93 -1.44 18.36 8.98
2066 1 74.01 1.04 -9.97 -4.46 15.9 11.01
2066 2 52.24 1.77 -9.81 -4.02 19.82 11.58
2066 3 52.66 6.62 -6.72 -0.05 42.26 13.34
2066 4 51.46 14.02 0.15 7.09 79.88 13.88
2066 5 62.78 22.33 7.97 15.15 135.44 14.36
2066 6 30.75 26.85 11.8 19.33 167.24 15.05
2066 7 49.3 28.82 14.65 21.74 180.5 14.18
2066 8 103.13 26.86 14.52 20.69 151.92 12.34
2066 9 34.23 23.27 9.27 16.27 116.51 14
2066 10 38.71 17.35 3.8 10.58 75.22 13.55
2066 11 32.74 10.95 -0.68 5.13 38.1 11.63
2066 12 132.82 3.36 -6.7 -1.67 19.16 10.06
2067 1 124.75 -0.12 -11.36 -5.74 14.53 11.23
2067 2 74.08 3.73 -7.43 -1.85 23.33 11.16
2067 3 25 6.39 -4.69 0.85 40.95 11.08
2067 4 53.27 13.15 0.04 6.59 76.72 13.1
2067 5 116.61 21.15 6.35 13.75 132.29 14.8
2067 6 37.02 26.59 12.38 19.48 163.48 14.21
2067 7 54.12 28.83 14.77 21.8 179.84 14.06
2067 8 4.64 27.63 12.74 20.18 164.04 14.89
2067 9 95.82 23.13 8.7 15.92 116.16 14.42
2067 10 85.55 17.52 3.21 10.37 75.91 14.31
2067 11 44.69 11.29 -0.18 5.56 38.08 11.46
2067 12 123.25 3.85 -6 -1.08 19.53 9.85
2068 1 106.34 -0.54 -11.79 -6.17 14.02 11.25
2068 2 64.23 2.25 -10.9 -4.33 20.65 13.14
2068 3 87.57 6.32 -4.05 1.13 39.75 10.37
2068 4 62.83 12.87 1.06 6.97 73.35 11.81
2068 5 114.67 20.5 6.32 13.41 127.51 14.18
2068 6 58.29 26.56 12.39 19.48 162.96 14.18
2068 7 82.92 28.27 14.98 21.63 174.27 13.29
2068 8 55.89 28.36 13.42 20.89 168.04 14.94
2068 9 38.51 25.68 10.61 18.14 127.51 15.07
2068 10 107.14 17.18 3.55 10.37 74.87 13.62
2068 11 154.68 12.28 2.82 7.55 37.98 9.45
2068 12 56.95 2.29 -7.59 -2.65 17.83 9.88
2069 1 124.73 3.2 -6.29 -1.54 18 9.5
2069 2 105.46 2.39 -8.66 -3.14 20.61 11.05
2069 3 47.56 7.86 -4.01 1.92 44.32 11.88
2069 4 150.06 14.3 0.98 7.64 80 13.32
2069 5 121.21 19.71 6.43 13.07 122.05 13.28
2069 6 43.69 27 12.05 19.52 167.55 14.95
2069 7 54.44 27.54 15.02 21.28 167.7 12.52
2069 8 47.25 28.06 13.83 20.94 164.22 14.23
2069 9 54.84 22.95 9.65 16.3 113.64 13.29
2069 10 104.17 19.6 5.66 12.63 81.83 13.94
2069 11 163.34 10.76 0.78 5.77 36.3 9.99
2069 12 98.17 2.88 -7.73 -2.42 18.76 10.61
2070 1 57.95 0.31 -11.48 -5.59 15.07 11.79
2070 2 45.76 2.93 -8.9 -2.98 21.55 11.83
2070 3 121.89 5.32 -4.82 0.25 37.47 10.14
2070 4 51.23 14.8 1.76 8.28 81.13 13.04
2070 5 84.79 22.55 6.73 14.64 139.92 15.81
2070 6 99.35 25.45 11.72 18.59 156.56 13.73
2070 7 47.15 28.32 14.26 21.29 177.7 14.06
2070 8 104.59 26.88 14.96 20.92 150.18 11.92
2070 9 145.14 23.54 9.63 16.58 117.23 13.92
2070 10 58.43 17.73 3.44 10.58 77.27 14.29
2070 11 99.42 10.95 -0.14 5.4 37.65 11.09
2070 12 114.96 3.4 -5.54 -1.07 18.74 8.94
2071 1 76.28 0.82 -10.39 -4.78 15.66 11.21
2071 2 63.2 2.06 -10.35 -4.15 21.06 12.41
2071 3 109.07 5.83 -4.52 0.65 39.16 10.35
2071 4 85.95 14.19 1.3 7.75 79.68 12.89
2071 5 67.76 21.34 6.4 13.87 133.38 14.93
2071 6 38.3 25.68 12.31 18.99 156.47 13.37
2071 7 86.06 28.46 14.65 21.56 177.15 13.81
2071 8 110.06 27.72 13.47 20.6 162.21 14.25
2071 9 82.49 23.45 9.19 16.32 116.92 14.26
2071 10 85.38 17.5 5.45 11.47 72.42 12.05
2071 11 116.02 9.26 0.57 4.92 32.25 8.69
2071 12 55.75 3.68 -6.91 -1.62 19.59 10.59
2072 1 84.16 1.75 -8.81 -3.53 16.66 10.56
2072 2 123.76 1.44 -9.9 -4.23 19.32 11.34
2072 3 169.12 7.01 -4.81 1.1 42.37 11.83
2072 4 145.68 13.04 0.85 6.95 74.45 12.19
2072 5 77.2 20.09 6.93 13.51 123.2 13.16
2072 6 69.82 27.39 11.94 19.67 170.99 15.45
2072 7 150.38 28.58 14.62 21.6 178.51 13.96
2072 8 194.53 27.21 14.36 20.78 155.45 12.85
2072 9 96.89 24.87 10.73 17.8 122.35 14.14
2072 10 90.45 17.95 4.85 11.4 76.13 13.11
2072 11 114.59 9.43 -0.46 4.49 34.14 9.88
2072 12 183.89 4.7 -4.78 -0.04 20.48 9.48
2073 1 21.94 1.84 -10.14 -4.15 16.98 11.99
2073 2 34.42 1.83 -9.92 -4.04 19.94 11.75
2073 3 117.25 7.2 -3.2 2 41.63 10.4
2073 4 200.09 12.95 2.13 7.54 71.82 10.82
2073 5 135.07 20.92 6.58 13.75 129.58 14.33
2073 6 160.72 25.87 12.53 19.2 156.91 13.34
2073 7 53.64 28.49 14.89 21.69 176.58 13.6
2073 8 67.96 28.23 14.35 21.29 163.64 13.88
2073 9 51.1 23.74 10.74 17.24 115.5 13.01
2073 10 32.42 17.58 2.98 10.28 77.26 14.6
2073 11 69.16 10.67 -0.43 5.12 37.2 11.09
2073 12 77.45 4.41 -5.43 -0.51 20.3 9.83
2074 1 117.69 1.61 -10.08 -4.24 16.66 11.69
2074 2 140.23 2.06 -10.2 -4.07 20.33 12.26
2074 3 79 6.21 -5.94 0.14 40.76 12.15
2074 4 34.29 14.99 1.67 8.33 82.18 13.32
2074 5 52.75 20.7 6.42 13.56 128.52 14.27
2074 6 19.62 25.44 11.29 18.37 157.95 14.15
2074 7 56.37 27.99 14.33 21.16 174.62 13.66
2074 8 150.25 27.31 13.86 20.58 158.21 13.45
2074 9 54.61 24.17 8.86 16.51 122.74 15.32
2074 10 39.66 19.07 4.25 11.66 81.67 14.82
2074 11 105.63 9.32 -0.54 4.39 33.95 9.86
2074 12 77.64 2.85 -6.94 -2.05 18.45 9.79
2075 1 103 2.43 -8.93 -3.25 17.61 11.35
2075 2 124.48 2.07 -8.63 -3.28 20.81 10.71
2075 3 153.68 5.98 -3.42 1.28 38.6 9.41
2075 4 41.95 14.24 1.28 7.76 79.95 12.96
2075 5 101.77 20.57 5.98 13.28 129.36 14.59
2075 6 84.57 24.99 12.19 18.59 151.44 12.8
2075 7 40.06 29.22 14.94 22.08 182.5 14.27
2075 8 85.06 26.21 13.39 19.8 150.69 12.82
2075 9 88.56 21.91 9.11 15.51 108.13 12.8
2075 10 182.09 17.56 4.44 11 74.32 13.12
2075 11 154.95 11.16 -0.28 5.44 37.85 11.44
2075 12 114.24 4.7 -6.09 -0.69 20.91 10.79
2076 1 54.93 0.01 -11.17 -5.58 14.68 11.18
2076 2 79.06 3.12 -8.29 -2.58 21.74 11.42
2076 3 60.77 7.16 -4.24 1.46 42.38 11.39
2076 4 69.77 13.45 -0.17 6.64 77.72 13.62
2076 5 139.32 19.63 6.45 13.04 121.43 13.18
2076 6 95.08 27 13.48 20.24 162.4 13.52
2076 7 107.98 28.19 16.18 22.18 167.99 12.01
2076 8 45.83 27.82 13.46 20.64 163.73 14.37
2076 9 72.34 23.65 9.85 16.75 117.3 13.8
2076 10 71.25 19.2 4.14 11.67 82.33 15.05
2076 11 54.3 10.5 -0.37 5.07 36.75 10.88
2076 12 89.26 2.97 -6.42 -1.72 18.45 9.39
2077 1 86.88 1.96 -8.84 -3.44 16.95 10.8
2077 2 83.2 1.92 -9.79 -3.94 20.06 11.71
2077 3 147.21 6.15 -4.85 0.64 39.89 11
2077 4 158.27 15.39 1.55 8.47 84.2 13.84
2077 5 120.44 21.11 5.59 13.35 133.09 15.52
2077 6 212.82 25.25 12.16 18.7 153.37 13.09
2077 7 81.31 28.96 15.95 22.46 176.08 13.01
2077 8 54.7 28.1 14.69 21.39 161.26 13.41
2077 9 96.76 23.33 9.74 16.54 115.7 13.59
2077 10 20.3 18.21 4.15 11.18 78.23 14.05
2077 11 110.81 9.71 -1.64 4.04 35.84 11.35
2077 12 117.97 1.51 -8.53 -3.51 16.96 10.04
2078 1 76.8 1.53 -11.33 -4.9 16.62 12.86
2078 2 80.32 1.87 -8.07 -3.1 19.6 9.94
2078 3 23.53 7.05 -4.49 1.27 42.25 11.54
2078 4 41.97 14.03 1.43 7.73 78.09 12.6
2078 5 58.94 21.73 7.95 14.84 131.46 13.78
2078 6 47.48 28.73 13.97 21.35 174.68 14.77
2078 7 48.31 28.53 14.79 21.66 177.35 13.74
2078 8 310.55 26.74 13.88 20.31 153.56 12.86
2078 9 118.27 24.47 10.75 17.61 119.89 13.72
2078 10 22.87 18.95 4.37 11.66 80.99 14.58
2078 11 67.14 9.16 -1.84 3.66 34.67 11
2078 12 96.09 2.82 -6.17 -1.67 18.1 8.98
2079 1 138.26 -0.24 -9.37 -4.81 14.11 9.13
2079 2 122.21 1.04 -10.32 -4.64 19.42 11.36
2079 3 74.4 6.86 -5.04 0.91 42.56 11.9
2079 4 90.23 15.44 1.88 8.66 84.68 13.57
2079 5 107.56 21.81 5.77 13.79 137.9 16.04
2079 6 62.24 25.8 12.03 18.91 158.43 13.77
2079 7 157.36 29.32 16.07 22.7 178.56 13.25
2079 8 88.76 27.24 13.81 20.52 157.17 13.43
2079 9 108.7 22.39 9.12 15.76 110.9 13.27
2079 10 185.23 18.73 3.9 11.31 79.89 14.83
2079 11 97.3 10.7 0.03 5.37 36.45 10.67
2079 12 98.02 2.32 -8.35 -3.01 17.98 10.68
2080 1 109.44 1.32 -8.85 -3.77 16.08 10.17
2080 2 106.95 3.09 -8.3 -2.61 21.67 11.38
2080 3 98.38 5.87 -4.8 0.53 39.04 10.67
2080 4 40.06 13.93 2.03 7.98 76.63 11.9
2080 5 73.86 19.79 7.52 13.66 119.53 12.27
2080 6 32.04 25.85 12.23 19.04 157.84 13.62
2080 7 66.89 28.47 14.74 21.6 177.02 13.73
2080 8 85.24 27.44 13.74 20.59 159.66 13.7
2080 9 194.54 22.77 9.6 16.18 112.71 13.17
2080 10 32.15 18.95 4.27 11.61 81.16 14.68
2080 11 165.97 10.58 0 5.29 36.61 10.58
2080 12 43.97 1.68 -7.72 -3.02 16.98 9.41
