YEAR MONTH PRCP TMAX TMIN TAVG ET DIF
1998 7 43.51 27.37 13.78 20.57 171.53 13.59
1998 8 42.52 28.01 13.7 20.86 164.34 14.31
1998 9 59.94 23.93 9.08 16.51 120.84 14.85
1998 10 132.64 15.67 3.07 9.37 69.46 12.6
1998 11 59.36 8.76 -3.51 2.63 34.87 12.27
1998 12 36.72 6.43 -5.49 0.47 23.61 11.91
1999 1 170.94 0.59 -12.55 -5.98 15.39 13.13
1999 2 89.43 3.13 -8.4 -2.63 22.55 11.53
1999 3 117.99 6.93 -4.37 1.28 42.29 11.3
1999 4 26.16 14.5 -0.28 7.11 83.19 14.77
1999 5 112.78 21.02 6.11 13.57 132.02 14.91
1999 6 78.23 27.71 11.74 19.72 174.4 15.97
1999 7 62.36 29.22 15.2 22.21 181.49 14.03
1999 8 107.81 26.78 12.53 19.66 158.25 14.25
1999 9 328.88 23.22 10.74 16.98 111.47 12.48
1999 10 93.31 15.02 0.36 7.69 69.55 14.66
1999 11 79.85 11.72 -0.17 5.78 39.16 11.89
1999 12 53.39 3.73 -6.61 -1.44 19.58 10.35
2000 1 86.15 -0.95 -12.99 -6.97 13.5 12.03
2000 2 75.73 2.82 -9.92 -3.55 21.5 12.74
2000 3 98.83 10.14 -2.95 3.6 50.48 13.09
2000 4 121.1 11.95 0.7 6.32 69.72 11.25
2000 5 120.6 19.39 6.06 12.73 120.88 13.33
2000 6 216.21 24.23 11.18 17.7 148.93 13.05
2000 7 178.74 25.14 12.78 18.96 156.76 12.37
2000 8 124 24.86 12.38 18.62 144.55 12.48
2000 9 119.96 22 8.29 15.15 111.51 13.71
2000 10 62.49 15.72 1.43 8.57 71.79 14.29
2000 11 68.87 8.06 -1.99 3.04 32.19 10.05
2000 12 122.07 0.45 -11.36 -5.46 15.89 11.81
2001 1 42.94 0.39 -13.86 -6.74 15.01 14.25
2001 2 81.18 2.13 -11.3 -4.59 20.47 13.43
2001 3 175.39 4.1 -6.29 -1.1 35.11 10.39
2001 4 47.61 14.36 -0.4 6.98 82.04 14.76
2001 5 87.41 21.17 5.84 13.51 132.95 15.33
2001 6 143.92 25.43 11.95 18.69 155.55 13.48
2001 7 72.92 26.16 11.87 19.01 168.72 14.29
2001 8 42.18 28.85 14.51 21.68 168.03 14.34
2001 9 136.66 23.41 8.28 15.84 119.63 15.14
2001 10 28.17 17.79 1.36 9.57 79.91 16.43
2001 11 36.64 11.19 -2.26 4.47 39.79 13.45
2001 12 65.49 5.9 -5.77 0.07 22.86 11.67
2002 1 44.65 3.89 -7.54 -1.82 19.41 11.43
2002 2 45.6 5 -7.57 -1.28 24.76 12.57
2002 3 96.43 7.06 -4.37 1.35 42.21 11.43
2002 4 86.37 15.42 1.81 8.62 83.98 13.61
2002 5 132.59 18.11 4.8 11.46 115.79 13.31
2002 6 108.73 24.18 10.75 17.46 150.03 13.43
2002 7 57.35 28.43 14.23 21.33 178.84 14.21
2002 8 84.2 29.15 13.71 21.43 173.24 15.44
2002 9 80.5 24.71 9.84 17.28 123.63 14.87
2002 10 125.55 14.56 1.6 8.08 67.12 12.97
2002 11 137.97 6.96 -2.8 2.08 30.27 9.76
2002 12 125.13 2.28 -9.3 -3.51 18.21 11.58
2003 1 82 -2.61 -15.37 -8.99 11.31 12.76
2003 2 87.2 -0.71 -13.64 -7.18 16.73 12.93
2003 3 94.78 7.33 -7 0.17 44.86 14.33
2003 4 80.38 11.7 -0.23 5.74 70.63 11.93
2003 5 116.63 18.57 5.96 12.27 116.35 12.61
2003 6 110.45 23.59 11.81 17.7 141.7 11.78
2003 7 57.01 27.51 14.33 20.92 170.27 13.18
2003 8 205.46 27.4 15.64 21.52 150.96 11.77
2003 9 242.1 22.35 10.02 16.18 108.27 12.33
2003 10 146.38 14.48 0.81 7.64 67.04 13.67
2003 11 98.36 10.45 -1.47 4.49 37.05 11.92
2003 12 140.64 3.81 -7.93 -2.06 20.07 11.74
2004 1 34.85 -4.2 -14.11 -9.15 9.78 9.91
2004 2 41.17 2.73 -11.5 -4.38 21.4 14.23
2004 3 96.61 7.85 -3.45 2.2 43.84 11.31
2004 4 138.47 14.01 1.13 7.57 78.44 12.88
2004 5 101.29 21.35 7.71 14.53 129.53 13.64
2004 6 51.21 23.68 10.31 17 147.77 13.38
2004 7 92.11 26.06 13.67 19.86 160.76 12.39
2004 8 103.47 26.11 14 20.06 148.03 12.11
2004 9 215.05 22.98 9.21 16.1 114.98 13.77
2004 10 62.26 15.15 2.54 8.84 68.15 12.62
2004 11 79.87 9.97 -2.93 3.52 37.31 12.9
2004 12 96.67 2.19 -8.41 -3.11 17.91 10.6
2005 1 129.45 -0.61 -12.71 -6.66 13.93 12.1
2005 2 79.1 3.47 -10.95 -3.74 22.57 14.42
2005 3 104.22 4.8 -9.08 -2.14 38.04 13.88
2005 4 143.12 16.36 0.73 8.54 89.76 15.64
2005 5 65.34 16.49 4.62 10.56 105.96 11.87
2005 6 105.66 26.52 14.27 20.4 155.21 12.25
2005 7 119.91 28.06 15.51 21.79 170.06 12.55
2005 8 96.24 27.9 14.88 21.39 158.92 13.02
2005 9 50.88 25.39 9.54 17.47 128.34 15.85
2005 10 408.42 14.97 5.14 10.05 62.89 9.83
2005 11 131.7 10.46 -2.93 3.76 38.45 13.39
2005 12 103.36 2.04 -10.29 -4.12 17.98 12.33
2006 1 156.29 4.31 -7.63 -1.66 20.04 11.94
2006 2 50.1 2.01 -9.32 -3.65 20.13 11.33
2006 3 14.43 6.76 -5.56 0.6 42.1 12.32
2006 4 80.72 15.89 0.27 8.08 88.15 15.62
2006 5 163.1 18.59 6.93 12.76 113.18 11.66
2006 6 161.26 23.6 13.92 18.76 132.1 9.68
2006 7 80.34 28.21 16.37 22.29 167.29 11.84
2006 8 103.87 25.88 12.96 19.42 150.31 12.92
2006 9 89.93 21 8.27 14.63 105.74 12.72
2006 10 169.54 14.9 1.54 8.22 68.48 13.36
2006 11 106.34 11.67 0.71 6.19 38.71 10.96
2006 12 57.2 6.28 -4.04 1.12 22.76 10.32
2007 1 68.95 1.96 -7.61 -2.82 16.65 9.57
2007 2 51.71 -2.15 -12.87 -7.51 14.75 10.72
2007 3 123.27 5.55 -7.87 -1.16 40.2 13.42
2007 4 176.95 11.02 -0.66 5.18 68.24 11.68
2007 5 72.33 21.94 6.14 14.04 137.91 15.79
2007 6 93.12 24.65 11.53 18.09 151.23 13.13
2007 7 141.27 26.45 14 20.23 162.47 12.44
2007 8 33.38 26.58 13.11 19.85 154.63 13.47
2007 9 74.12 23.88 8.5 16.19 120.93 15.38
2007 10 104.83 18.31 5.61 11.96 75.56 12.7
2007 11 75.67 7.35 -4.08 1.64 31.64 11.43
2007 12 129.13 0.45 -8.39 -3.97 15.3 8.84
2008 1 53.6 1.25 -11.49 -5.12 16.26 12.74
2008 2 263.92 1.46 -9.29 -3.92 19.24 10.75
2008 3 151.85 4.9 -6.31 -0.7 37.32 11.21
2008 4 103.01 15.71 0.46 8.08 87.08 15.24
2008 5 49.16 18.08 4.1 11.09 117.17 13.98
2008 6 158.96 24.74 12.75 18.74 146.88 11.98
2008 7 162.1 27.3 15.87 21.59 161.39 11.42
2008 8 80.35 25.06 12.47 18.77 145.75 12.58
2008 9 222.14 22.18 10.12 16.15 107.76 12.06
2008 10 76.3 14.99 2.64 8.81 67.34 12.34
2008 11 91.61 8.04 -2.08 2.98 32.21 10.12
2008 12 164.37 2.72 -7.41 -2.34 18.43 10.13
2009 1 87.58 -2.97 -15.89 -9.43 10.82 12.92
2009 2 35.36 2.11 -10.29 -4.09 20.42 12.41
2009 3 69.64 6.59 -5.4 0.59 41.54 11.99
2009 4 80.75 14.87 1.39 8.13 82.05 13.48
2009 5 109.77 19.35 6.63 12.99 119.14 12.73
2009 6 152.06 22 12.22 17.11 126.72 9.77
2009 7 213.51 24.85 13.6 19.23 150.6 11.25
2009 8 88.96 26.62 14.71 20.67 149.19 11.91
2009 9 40.08 21.06 7.54 14.3 107.89 13.53
2009 10 149.83 13.1 2.06 7.58 60.74 11.04
2009 11 73.19 11.24 0.42 5.83 37.88 10.82
2009 12 118.04 1.73 -8.01 -3.14 17.13 9.74
2010 1 74.53 0.38 -9.64 -4.63 14.98 10.02
2010 2 108.59 1.17 -7.9 -3.36 18.38 9.07
2010 3 167.71 10.24 -1.92 4.16 49.94 12.17
2010 4 24.52 16.59 1.81 9.2 89.42 14.78
2010 5 58.65 22.1 6.98 14.54 136.39 15.12
2010 6 88.81 24.9 12.55 18.73 149.02 12.35
2010 7 79.57 28.87 15.69 22.28 176.45 13.18
2010 8 61.83 26.55 13.73 20.14 152.68 12.82
2010 9 108.87 23.83 10.05 16.94 117.87 13.78
2010 10 150.73 15.46 3.14 9.3 68.5 12.32
2010 11 100.44 9.04 -2.15 3.45 34.64 11.2
2010 12 116.52 0.81 -8.45 -3.82 15.93 9.26
