YEAR MONTH DAY PRCP TMAX TMIN TAVG
2000 1 1 0 31 21 26
2000 1 2 0.04 3.75 -5.19 -0.72
2000 1 3 0.02 7.63 -1.95 2.84
2000 1 4 4.66 -2.02 -17.64 -9.83
2000 1 5 8.14 4.54 -8.28 -1.87
2000 1 6 0 2.74 -10.82 -4.04
2000 1 7 0.26 3.95 -3.17 0.39
2000 1 8 0 -1.4 -18.36 -9.88
2000 1 9 0.45 0.45 -9.31 -4.43
2000 1 10 0.47 -0.54 -8.33 -4.44
2000 1 11 0 1.33 -16.61 -7.64
2000 1 12 0 6.51 -2.23 2.14
2000 1 13 0 -1.63 -12.01 -6.82
2000 1 14 0 1.19 -9.52 -4.17
2000 1 15 0 -1.09 -9.06 -5.08
2000 1 16 19.61 -8.5 -14.22 -11.36
2000 1 17 5.53 0.63 -1.7 -0.54
2000 1 18 0.01 -0.24 -5.24 -2.74
2000 1 19 1.63 -3.11 -14.19 -8.65
2000 1 20 0 0.59 -15.51 -7.46
2000 1 21 2.3 2.37 -4.53 -1.08
2000 1 22 0 2.69 -9.89 -3.6
2000 1 23 0 -0.23 -7.1 -3.66
2000 1 24 0 5.23 -12.21 -3.49
2000 1 25 0 -10.08 -32.01 -21.04
2000 1 26 0 -6.77 -17.01 -11.89
2000 1 27 0 4.3 -10.46 -3.08
2000 1 28 30.29 -2.08 -10.5 -6.29
2000 1 29 10.46 3.09 -3.64 -0.27
2000 1 30 7 -0.47 -8.14 -4.31
2000 1 31 9.86 8.23 -3.27 2.48
2000 2 1 1.46 -7.28 -10.7 -8.99
2000 2 2 3.84 2.9 -13.15 -5.12
2000 2 3 0 2.98 0.3 1.64
2000 2 4 0 -1.72 -23.2 -12.46
2000 2 5 0 8.22 -2.44 2.89
2000 2 6 0 -0.88 -16.9 -8.89
2000 2 7 0.6 3.01 -6.68 -1.84
2000 2 8 0 0.89 -6.82 -2.97
2000 2 9 0 -5.8 -22.03 -13.92
2000 2 10 0 -1.32 -8.91 -5.12
2000 2 11 0.02 -1.23 -8.2 -4.71
2000 2 12 0 0.08 -12.05 -5.99
2000 2 13 0 5.18 -10.36 -2.59
2000 2 14 0.02 2.01 -11.17 -4.58
2000 2 15 3.59 -9.06 -17.03 -13.05
2000 2 16 1.37 5.74 -4 0.87
2000 2 17 9.19 -2.66 -11.35 -7
2000 2 18 0.74 0.96 -5.92 -2.48
2000 2 19 4.3 11.61 -0.99 5.31
2000 2 20 0 11.68 -2.85 4.42
2000 2 21 0 0.32 -10.09 -4.88
2000 2 22 0 5.69 -5.17 0.26
2000 2 23 6.22 3.95 -10.27 -3.16
2000 2 24 0.38 3.14 -1.12 1.01
2000 2 25 2.83 4.09 -4.67 -0.29
2000 2 26 0 -5.74 -20.59 -13.16
2000 2 27 2.41 9.87 -6.52 1.67
2000 2 28 3.31 8.33 -2.92 2.7
2000 2 29 0 -5.74 -20.59 -13.16
2000 3 1 0 4.66 -12.17 -3.75
2000 3 2 2.35 -2.18 -16.08 -9.13
2000 3 3 3.98 3.01 -1.8 0.6
2000 3 4 0 4.41 -5.83 -0.71
2000 3 5 0 9.3 -3.25 3.03
2000 3 6 9.53 2.93 -11.27 -4.17
2000 3 7 5.46 -1.01 -7.39 -4.2
2000 3 8 19.14 1.34 -1.44 -0.05
2000 3 9 0 13.98 2.02 8
2000 3 10 0 5.24 -7.05 -0.91
2000 3 11 0 7.37 -3.15 2.11
2000 3 12 0.97 5.51 -1.26 2.12
2000 3 13 40.72 -6.47 -12.06 -9.27
2000 3 14 0 5.81 -3.95 0.93
2000 3 15 0 0.92 -8.17 -3.62
2000 3 16 17.98 -2.36 -14.98 -8.67
2000 3 17 0 2.84 -4.35 -0.75
2000 3 18 0 6.85 -2.43 2.21
2000 3 19 0 6.2 -5.06 0.57
2000 3 20 4 3.84 -9.39 -2.78
2000 3 21 0.01 6.12 -4.27 0.93
2000 3 22 0.25 4.62 -11.49 -3.44
2000 3 23 0 16.95 -0.98 7.98
2000 3 24 0 4.96 -5.37 -0.21
2000 3 25 0 9.53 -10.92 -0.7
2000 3 26 0 20.94 0.41 10.68
2000 3 27 0 8.31 -9.46 -0.58
2000 3 28 0 12.39 -3.12 4.63
2000 3 29 0.13 9.49 -1.52 3.99
2000 3 30 0.29 9.06 0.91 4.99
2000 3 31 6.21 9.89 -0.8 4.54
2000 4 1 0 12.42 -3.43 4.5
2000 4 2 0 22.83 0.59 11.71
2000 4 3 0 1.73 -7.16 -2.71
2000 4 4 1.27 10.73 -6.4 2.17
2000 4 5 4.9 10.42 -5.87 2.27
2000 4 6 0 14.46 -3.29 5.59
2000 4 7 0 12.71 -0.77 5.97
2000 4 8 0 15.49 -3.97 5.76
2000 4 9 0 10 -2.26 3.87
2000 4 10 0 15.47 -2.15 6.66
2000 4 11 0 15.09 2.16 8.62
2000 4 12 0 16.81 2.16 9.48
2000 4 13 0 12.24 -3.62 4.31
2000 4 14 0.32 16.21 3.19 9.7
2000 4 15 0.52 14.95 5.92 10.43
2000 4 16 0.05 18.77 1.17 9.97
2000 4 17 15.3 14.73 5.08 9.91
2000 4 18 16.61 6.36 2.8 4.58
2000 4 19 1.18 14.32 4.97 9.64
2000 4 20 9.48 11.59 1.07 6.33
2000 4 21 0 8.82 0.76 4.79
2000 4 22 0 13.7 -0.36 6.67
2000 4 23 0.02 21.9 -0.74 10.58
2000 4 24 7.78 20.73 7.95 14.34
2000 4 25 1.72 15.42 2.46 8.94
2000 4 26 0 17.31 5.01 11.16
2000 4 27 0 17.67 3.42 10.55
2000 4 28 0 22.72 5.55 14.13
2000 4 29 0 21.58 2.6 12.09
2000 4 30 7.9 11.84 -0.35 5.75
2000 5 1 23.35 7.71 2.05 4.88
2000 5 2 9.7 17.09 6.56 11.82
2000 5 3 0 10.78 -0.93 4.92
2000 5 4 0 15.5 0.69 8.09
2000 5 5 0 24.04 2.93 13.48
2000 5 6 0 23.97 4.6 14.29
2000 5 7 0.02 22.87 5.21 14.04
2000 5 8 7.44 13.14 4.8 8.97
2000 5 9 0 11.76 3.21 7.48
2000 5 10 0 18.66 8.4 13.53
2000 5 11 0 15.94 0.67 8.3
2000 5 12 0 30.03 13.36 21.7
2000 5 13 0 27.23 7.28 17.25
2000 5 14 1.98 26.36 8.41 17.38
2000 5 15 0.26 25.09 12.8 18.95
2000 5 16 0.69 23.51 9.02 16.27
2000 5 17 0.96 27.61 15.14 21.38
2000 5 18 1.08 27.41 12.34 19.88
2000 5 19 1.08 27.41 12.34 19.88
2000 5 20 16.25 15.45 9.56 12.5
2000 5 21 11.52 20.2 9.68 14.94
2000 5 22 0 29.4 10.79 20.09
2000 5 23 0 25.7 9.46 17.58
2000 5 24 6.28 23.54 10.08 16.81
2000 5 25 0 35.55 15.82 25.68
2000 5 26 0 27.42 11.9 19.66
2000 5 27 0 14.27 -0.27 7
2000 5 28 0 22.91 3.78 13.35
2000 5 29 0 20.69 8.97 14.83
2000 5 30 0 20.33 2.76 11.54
2000 5 31 0 22.67 9.87 16.27
2000 6 1 0 17.51 5.65 11.58
2000 6 2 0.11 16.64 5.36 11
2000 6 3 0 24.74 5.82 15.28
2000 6 4 0 27.11 8.72 17.91
2000 6 5 0 27.78 10.58 19.18
2000 6 6 0 22.58 3.21 12.89
2000 6 7 0 26.39 7 16.7
2000 6 8 0 25.33 7.89 16.61
2000 6 9 9.66 27.99 13.21 20.6
2000 6 10 1.16 25.74 10.72 18.23
2000 6 11 25.71 28.76 19.81 24.29
2000 6 12 11.78 25.68 16.4 21.04
2000 6 13 0.94 17.6 11.14 14.37
2000 6 14 0.09 24.41 13.76 19.09
2000 6 15 1.09 27.99 12.96 20.48
2000 6 16 3.93 23.9 11.28 17.59
2000 6 17 3.69 22.61 12.39 17.5
2000 6 18 0 30.66 16.52 23.59
2000 6 19 2.06 26.34 11.9 19.12
2000 6 20 8.81 22.5 11.36 16.93
2000 6 21 15.5 19.74 12.34 16.04
2000 6 22 0.63 16.44 12.21 14.32
2000 6 23 0 22.14 11.06 16.6
2000 6 24 0 22.83 12.58 17.7
2000 6 25 1.23 28.41 15.39 21.9
2000 6 26 1.51 27.96 18.6 23.28
2000 6 27 8.17 22.7 10.97 16.84
2000 6 28 0 30.27 15.44 22.86
2000 6 29 0 27.96 11.99 19.98
2000 6 30 0.33 26.09 12.3 19.2
2000 7 1 5.24 23.07 10.05 16.56
2000 7 2 11.05 26.69 17.64 22.16
2000 7 3 2.76 24.39 12.97 18.68
2000 7 4 0 28.67 13.92 21.3
2000 7 5 0 33.01 15.57 24.29
2000 7 6 1.37 26.47 6.59 16.53
2000 7 7 13.68 29.15 14.68 21.91
2000 7 8 0.08 26.64 16.12 21.38
2000 7 9 0.13 26.99 9.21 18.1
2000 7 10 2.99 30.2 13.67 21.93
2000 7 11 4.33 27.52 15.53 21.52
2000 7 12 0.11 19.22 16.23 17.73
2000 7 13 2.99 30.2 13.67 21.93
2000 7 14 0 28.26 13.8 21.03
2000 7 15 0 26.3 10.53 18.41
2000 7 16 0 29.4 10.99 20.2
2000 7 17 0 31.08 18.33 24.7
2000 7 18 3.93 26.37 13.81 20.09
2000 7 19 0.09 32.35 18.67 25.51
2000 7 20 0.31 28.84 17.63 23.23
2000 7 21 0 26.59 14.01 20.3
2000 7 22 0 30.43 17.37 23.9
2000 7 23 24.51 29.34 17.6 23.47
2000 7 24 6.69 22.55 16.88 19.71
2000 7 25 0 21.38 13.85 17.61
2000 7 26 1.11 35.71 19.31 27.51
2000 7 27 0 28.21 12.6 20.41
2000 7 28 0 24.48 7.67 16.07
2000 7 29 0 30.55 10.62 20.59
2000 7 30 0.63 31.48 18.42 24.95
2000 7 31 4.6 25.08 16.87 20.97
2000 8 1 0.12 27.41 17.4 22.41
2000 8 2 0.19 27.14 17.33 22.23
2000 8 3 0.09 28.54 15.9 22.22
2000 8 4 9.44 28.73 17.86 23.3
2000 8 5 1.48 32.06 17.89 24.98
2000 8 6 0 27.85 7.27 17.56
2000 8 7 0 27.75 9.83 18.79
2000 8 8 0.02 26.62 11.37 19
2000 8 9 0 28.88 12.41 20.64
2000 8 10 0 28.07 17.88 22.98
2000 8 11 0 29.54 12.54 21.04
2000 8 12 26.02 27.25 15.52 21.38
2000 8 13 0 27.96 12.16 20.06
2000 8 14 0 26.83 13.74 20.29
2000 8 15 0 26.82 11.29 19.05
2000 8 16 0.46 31.12 17.19 24.16
2000 8 17 0 33.97 21.35 27.66
2000 8 18 0 28.75 11.89 20.32
2000 8 19 2.97 28.44 12.64 20.54
2000 8 20 3.51 29.03 14.07 21.55
2000 8 21 2.43 19 16.03 17.52
2000 8 22 0.12 21.74 16.09 18.91
2000 8 23 0.16 26.95 14.48 20.71
2000 8 24 4.63 27.72 15.97 21.84
2000 8 25 9.88 27.15 11.6 19.38
2000 8 26 28.73 21.82 17.02 19.42
2000 8 27 4.17 26.65 18.95 22.8
2000 8 28 0 23.12 13.13 18.12
2000 8 29 0 33.14 11.19 22.16
2000 8 30 0 33.19 13.62 23.4
2000 8 31 0 33.79 16.92 25.36
2000 9 1 0 30.71 19.51 25.11
2000 9 2 2.53 28.15 9.49 18.82
2000 9 3 0 19.72 11.63 15.68
2000 9 4 0 31.25 16.2 23.73
2000 9 5 0.7 24.58 6.37 15.47
2000 9 6 30.91 27.69 19.56 23.62
2000 9 7 19.99 22.19 17.16 19.68
2000 9 8 29.28 28.03 20.08 24.05
2000 9 9 19.99 22.19 17.16 19.68
2000 9 10 3.29 25.08 15.89 20.48
2000 9 11 1.47 23.1 14.73 18.91
2000 9 12 0.86 17.87 14.44 16.16
2000 9 13 0.66 23.43 16.8 20.12
2000 9 14 0.9 26.35 5 15.68
2000 9 15 0.66 23.43 16.8 20.12
2000 9 16 1.26 28.28 10.38 19.33
2000 9 17 0.54 22.73 8.61 15.67
2000 9 18 0 24.86 11.33 18.09
2000 9 19 0 18.41 0.83 9.62
2000 9 20 1.45 21.46 5.33 13.39
2000 9 21 0.54 22.73 8.61 15.67
2000 9 22 20.62 18.82 11.49 15.16
2000 9 23 6.69 17.9 10.83 14.36
2000 9 24 0.23 25.88 11.9 18.89
2000 9 25 0.32 24.61 9.46 17.04
2000 9 26 28.14 23.15 10.73 16.94
2000 9 27 5.21 16.52 12.91 14.71
2000 9 28 0 10.78 2.96 6.87
2000 9 29 0 19.93 -0.84 9.54
2000 9 30 0 26.03 12.19 19.11
2000 10 1 0 24.19 10.13 17.16
2000 10 2 0.09 15.62 -0.08 7.77
2000 10 3 0.48 17.22 3.79 10.5
2000 10 4 0 20.87 3.88 12.38
2000 10 5 0 18.21 0.73 9.47
2000 10 6 0 21.44 1.81 11.62
2000 10 7 2.57 21.28 5.43 13.36
2000 10 8 0.4 24.02 12.1 18.06
2000 10 9 1.61 14.83 12.97 13.9
2000 10 10 0 18.04 4.8 11.42
2000 10 11 0 21.02 6.93 13.97
2000 10 12 5.34 23.56 10.06 16.81
2000 10 13 40.22 16.79 10.01 13.4
2000 10 14 15.67 14.01 10.86 12.43
2000 10 15 0 16.21 3.27 9.74
2000 10 16 0.29 18.12 -1.07 8.53
2000 10 17 0 14.53 5.66 10.09
2000 10 18 1.06 17.76 2.45 10.11
2000 10 19 0.14 13.3 1.58 7.44
2000 10 20 0 14.26 4.06 9.16
2000 10 21 0 23.02 6.97 14.99
2000 10 22 0 14.82 -2.67 6.08
2000 10 23 0 22.17 3.79 12.98
2000 10 24 4.69 14.03 -0.45 6.79
2000 10 25 14.14 15.44 6.85 11.14
2000 10 26 5.1 16.41 12.35 14.38
2000 10 27 1.92 23.25 11.14 17.2
2000 10 28 0 15.43 3.98 9.7
2000 10 29 1.1 17.47 2.61 10.04
2000 10 30 2.37 14.77 4.43 9.6
2000 10 31 0.09 13.71 6.27 9.99
2000 11 1 6.78 6.63 0.48 3.55
2000 11 2 0 6.64 -5.65 0.49
2000 11 3 0 21.64 3.86 12.75
2000 11 4 0 21.86 3.3 12.58
2000 11 5 0 18.94 2.84 10.89
2000 11 6 0 8.38 -6.84 0.77
2000 11 7 0 14.71 -2.38 6.17
2000 11 8 5.63 15.33 0.09 7.71
2000 11 9 3.34 12.06 2.24 7.15
2000 11 10 0 7.94 -3.83 2.06
2000 11 11 0.7 12.68 -4.82 3.93
2000 11 12 14.67 15.71 0.33 8.02
2000 11 13 0.3 18.64 6.82 12.73
2000 11 14 0 3.02 -2.39 0.31
2000 11 15 0 10.09 -4.51 2.79
2000 11 16 6.48 7.9 2.59 5.25
2000 11 17 5.21 16.03 3.52 9.78
2000 11 18 0.32 10.08 4.5 7.29
2000 11 19 0.01 4.82 -11.61 -3.39
2000 11 20 7.49 5.37 -5.64 -0.13
2000 11 21 4.84 4.52 -1.21 1.66
2000 11 22 9.91 19.97 4.01 11.99
2000 11 23 11.69 7.2 1.29 4.25
2000 11 24 13.02 5.34 -6.45 -0.56
2000 11 25 0.4 14.03 1.15 7.59
2000 11 26 1.61 11.41 0.53 5.97
2000 11 27 11.98 2.32 -1.99 0.16
2000 11 28 20.15 -0.58 -4.87 -2.73
2000 11 29 4.09 4.06 -4.57 -0.26
2000 11 30 0.73 11.22 -5.73 2.75
2000 12 1 3.55 7.61 1.03 4.32
2000 12 2 1.53 6.95 1.66 4.3
2000 12 3 0.04 8.3 -3.99 2.15
2000 12 4 0 6.91 -6.68 0.12
2000 12 5 0.18 -0.86 -10.39 -5.62
2000 12 6 0 7.61 -1.65 2.98
2000 12 7 4.78 6.14 -4.68 0.73
2000 12 8 12.54 5.04 -3.39 0.83
2000 12 9 0 1.85 -2.84 -0.49
2000 12 10 0 -5.38 -10.15 -7.77
2000 12 11 2.6 5.74 -4.98 0.38
2000 12 12 0 7.08 -4.23 1.42
2000 12 13 1.1 1.44 -10.14 -4.35
2000 12 14 0 -2.26 -13.79 -8.02
2000 12 15 0.86 4.14 -3.26 0.44
2000 12 16 0.19 5.49 -1.11 2.19
2000 12 17 0.04 4.31 -6.44 -1.07
2000 12 18 0.36 1.8 -10.81 -4.5
2000 12 19 5.32 6.41 -10.04 -1.81
2000 12 20 0 13.78 -1.35 6.21
2000 12 21 5.34 5.87 -10.28 -2.2
2000 12 22 2.21 2.77 -8.57 -2.9
2000 12 23 0 10.15 -3.51 3.32
2000 12 24 0 -7.09 -20.32 -13.7
2000 12 25 12.97 2.66 -5.89 -1.61
2000 12 26 0 11.25 -2.58 4.34
2000 12 27 0 1.46 -5.26 -1.9
2000 12 28 9.07 -0.15 -12.29 -6.22
2000 12 29 0.46 -2.2 -6.61 -4.41
2000 12 30 0 0.1 -19.05 -9.47
2000 12 31 0.64 -7.68 -16.76 -12.22
2001 1 1 0.99 -5.42 -10.1 -7.76
2001 1 2 0 -2.88 -14.61 -8.74
2001 1 3 0 -2.15 -15.35 -8.75
2001 1 4 0 -1 -14.31 -7.66
2001 1 5 14.8 -1.34 -12.01 -6.67
2001 1 6 6.03 -8.95 -12.7 -10.82
2001 1 7 9.46 14.88 3.24 9.06
2001 1 8 0 -1.89 -16 -8.95
2001 1 9 5.24 -3.94 -15.82 -9.88
2001 1 10 0.8 0.2 -8.42 -4.11
2001 1 11 0.65 10.4 -2.27 4.07
2001 1 12 8.01 -3.26 -7.74 -5.5
2001 1 13 0 -1.75 -15.28 -8.52
2001 1 14 0 1.37 -15.31 -6.97
2001 1 15 0 2.77 -10.91 -4.07
2001 1 16 8.62 -10.59 -19.91 -15.25
2001 1 17 9.17 2.93 -9.15 -3.11
2001 1 18 1.06 -1.28 -11.5 -6.39
2001 1 19 3.44 3.99 -4.73 -0.37
2001 1 20 0.73 6.64 -1.19 2.72
2001 1 21 0 9.96 -5.29 2.34
2001 1 22 0 -3.82 -24.22 -14.02
2001 1 23 0.18 -5.12 -13.67 -9.39
2001 1 24 0 -3.7 -17.37 -10.54
2001 1 25 0 2.82 -14.72 -5.95
2001 1 26 0 -4.98 -16.69 -10.84
2001 1 27 0.35 3.7 -11.83 -4.06
2001 1 28 0 4.65 0.53 2.59
2001 1 29 0 -2.79 -11.38 -7.09
2001 1 30 4.47 0.97 -9.74 -4.38
2001 1 31 0 -1.18 -10.19 -5.68
2001 2 1 0 -4.53 -25.65 -15.09
2001 2 2 5.86 5.15 -8.59 -1.72
2001 2 3 1.87 -4.17 -12.42 -8.29
2001 2 4 0 2.44 -5.89 -1.72
2001 2 5 0 -3.83 -18.31 -11.07
2001 2 6 2.31 8.19 -4.95 1.62
2001 2 7 0.13 -0.06 -9.1 -4.58
2001 2 8 0 4.02 -5.33 -0.66
2001 2 9 0 5.14 -9.94 -2.4
2001 2 10 11.51 -5.28 -14.81 -10.04
2001 2 11 35.55 0.45 -7.57 -3.56
2001 2 12 0 2.22 -3.4 -0.59
2001 2 13 0 -0.01 -16.49 -8.25
2001 2 14 5.32 5.94 -5.87 0.04
2001 2 15 0.28 3.07 -3.92 -0.43
2001 2 16 0.81 5.28 -4.57 0.36
2001 2 17 31.58 6.88 -3.89 1.5
2001 2 18 1.67 4.12 -2.59 0.77
2001 2 19 9.19 -2.66 -11.35 -7
2001 2 20 0 3.56 -0.72 1.42
2001 2 21 0 4.14 -0.8 1.67
2001 2 22 0 4.38 -2.87 0.75
2001 2 23 1.24 3.58 -13.68 -5.05
2001 2 24 0 0.97 -3.56 -1.29
2001 2 25 0 -4.16 -14.98 -9.57
2001 2 26 0 7.55 -5.1 1.23
2001 2 27 0 3.31 -5.35 -1.02
2001 2 28 12.89 1.38 -10.06 -4.34
2001 3 1 6.11 1.03 -9.74 -4.36
2001 3 2 0 1.58 -1.43 0.07
2001 3 3 0 3.95 -5.84 -0.94
2001 3 4 15.15 10.13 -2.32 3.91
2001 3 5 0 6.21 0.67 3.44
2001 3 6 4.86 8.33 -5.93 1.2
2001 3 7 0 5.77 -2.93 1.42
2001 3 8 0 2.4 -11.5 -4.55
2001 3 9 0 6.73 -7.07 -0.17
2001 3 10 0.34 0.98 -11.47 -5.25
2001 3 11 32.66 12.68 1.48 7.08
2001 3 12 13.76 0.98 -3.68 -1.35
2001 3 13 1.66 0.63 -5.01 -2.19
2001 3 14 0 5 -1.34 1.83
2001 3 15 0 10.76 -0.07 5.34
2001 3 16 4.18 3.43 -4.06 -0.31
2001 3 17 0 15.39 -2.94 6.23
2001 3 18 3.55 6.84 -6.78 0.03
2001 3 19 5.79 9.27 -2.43 3.42
2001 3 20 0.79 3.3 0.93 2.12
2001 3 21 9.48 11.04 -2.19 4.42
2001 3 22 2.41 6.85 0.67 3.76
2001 3 23 0.58 14.51 -8.8 2.85
2001 3 24 0.11 1.07 -8.66 -3.8
2001 3 25 15.54 11.61 3.11 7.36
2001 3 26 1.89 11.42 1 6.21
2001 3 27 0.04 18.55 2.43 10.49
2001 3 28 0.24 22.47 0.53 11.5
2001 3 29 0.18 25.41 9.88 17.64
2001 3 30 0 15.25 0.03 7.64
2001 3 31 0 6.03 -4.89 0.57
2001 4 1 0 8.03 -4.31 1.86
2001 4 2 0.17 9.29 -4.19 2.55
2001 4 3 8.82 7.09 -6.02 0.54
2001 4 4 0.4 13.41 2.63 8.02
2001 4 5 4.16 7.16 2.4 4.78
2001 4 6 17.68 12.42 4.33 8.38
2001 4 7 22.72 13.26 1.79 7.53
2001 4 8 5.99 9.12 4.66 6.89
2001 4 9 0.5 11.03 2.54 6.79
2001 4 10 2.87 7.17 -3.32 1.92
2001 4 11 22.66 11.44 -0.38 5.53
2001 4 12 5.34 22.56 1 11.78
2001 4 13 0.11 9.71 3.97 6.84
2001 4 14 0 8.8 -2.81 3
2001 4 15 0.09 15.17 -0.49 7.34
2001 4 16 0.22 16.5 2.98 9.74
2001 4 17 0.86 8.53 0.53 4.53
2001 4 18 11.51 8.08 -1.61 3.24
2001 4 19 0 15.45 2.7 9.07
2001 4 20 0 16.86 -1.07 7.89
2001 4 21 0 21.81 5.32 13.56
2001 4 22 0 20.84 6.17 13.5
2001 4 23 0 23.99 6.85 15.42
2001 4 24 0.22 24.33 8.3 16.31
2001 4 25 11.16 17.66 1.46 9.56
2001 4 26 0 12.44 6.84 9.64
2001 4 27 0.04 20.23 7.32 13.78
2001 4 28 0.15 10.83 3.98 7.41
2001 4 29 0.04 9.58 0.82 5.2
2001 4 30 0 11.97 -0.4 5.79
2001 5 1 1.43 27.39 10.1 18.75
2001 5 2 0.02 16.07 5.28 10.68
2001 5 3 1.81 20.58 8.22 14.4
2001 5 4 1.84 16.06 3.21 9.63
2001 5 5 4.13 19.78 8.37 14.08
2001 5 6 0.17 17.36 1.32 9.34
2001 5 7 0.22 26.71 2.29 14.5
2001 5 8 0 18.88 1.39 10.13
2001 5 9 0.13 26.46 9.95 18.2
2001 5 10 0 15.62 0.82 8.22
2001 5 11 0 19.94 1.91 10.93
2001 5 12 0 29.7 9.5 19.6
2001 5 13 0.31 28.52 10.45 19.48
2001 5 14 16.48 26.17 12.44 19.3
2001 5 15 0 26.64 8.47 17.55
2001 5 16 0 19.28 1.61 10.45
2001 5 17 0 23.12 5.23 14.18
2001 5 18 0 28.47 4.91 16.69
2001 5 19 0.37 24.59 6.72 15.65
2001 5 20 16.48 26.17 12.44 19.3
2001 5 21 0 26.64 8.47 17.55
2001 5 22 0 21.17 8.17 14.67
2001 5 23 0 25.7 9.46 17.58
2001 5 24 0 25.52 10.78 18.15
2001 5 25 0 25.28 6.51 15.89
2001 5 26 0.06 22.37 4.28 13.33
2001 5 27 0.43 21.04 8.14 14.59
2001 5 28 0 27.04 11.95 19.49
2001 5 29 0 20.69 8.97 14.83
2001 5 30 0.05 17.79 6.36 12.07
2001 5 31 0.05 20.78 4.36 12.57
2001 6 1 2.9 25.49 8.32 16.91
2001 6 2 2.6 28.28 13.89 21.09
2001 6 3 0 25 13.88 19.44
2001 6 4 0.69 22.48 9.33 15.91
2001 6 5 4.33 30.38 15.28 22.83
2001 6 6 24.98 17.46 14.21 15.84
2001 6 7 0 22.34 14.02 18.18
2001 6 8 0 29.91 10.69 20.3
2001 6 9 9.66 27.99 13.21 20.6
2001 6 10 14.26 25.51 13.55 19.53
2001 6 11 0 24.08 5.01 14.54
2001 6 12 9.63 31.14 16.64 23.89
2001 6 13 5.97 22.83 14.1 18.46
2001 6 14 4.48 18.91 10.32 14.62
2001 6 15 0.24 25.63 12.35 18.99
2001 6 16 0 20.63 2.27 11.45
2001 6 17 0 25.24 13.8 19.52
2001 6 18 0.06 15.55 10.74 13.14
2001 6 19 0.31 26.85 15.7 21.27
2001 6 20 2.6 24.17 14.97 19.57
2001 6 21 0.41 22.2 7.52 14.86
2001 6 22 0 22.55 6.56 14.55
2001 6 23 7.92 26.16 16.13 21.14
2001 6 24 0 22.87 15.02 18.95
2001 6 25 0 32.11 18.27 25.19
2001 6 26 0 27.93 12.73 20.33
2001 6 27 0 26.47 12.37 19.42
2001 6 28 0 25.32 8.26 16.79
2001 6 29 0 32.19 15.04 23.62
2001 6 30 0 29.36 10.34 19.85
2001 7 1 1.42 29.2 17.77 23.48
2001 7 2 0.74 28.16 17.92 23.04
2001 7 3 0 29.58 11.28 20.43
2001 7 4 0 28.12 13.27 20.7
2001 7 5 0 25.78 6.03 15.91
2001 7 6 0 31.54 11.94 21.74
2001 7 7 0.2 35.15 16.94 26.04
2001 7 8 0.05 30.27 15.37 22.82
2001 7 9 1.3 26.99 16.86 21.92
2001 7 10 4.5 33.19 19.77 26.48
2001 7 11 0 29.26 14.66 21.96
2001 7 12 0 32.55 18.59 25.57
2001 7 13 0 30.38 14.89 22.63
2001 7 14 0 27.59 10.08 18.84
2001 7 15 0 26.14 10.6 18.37
2001 7 16 0 32.71 14.37 23.54
2001 7 17 0 33.61 16.17 24.89
2001 7 18 0 30.75 14.48 22.62
2001 7 19 0.38 28.85 13.85 21.35
2001 7 20 5.62 30.5 14.72 22.61
2001 7 21 22.11 28.44 19.14 23.79
2001 7 22 40.6 27.54 18.98 23.26
2001 7 23 0 29.78 19.64 24.71
2001 7 24 0 28.58 10.06 19.32
2001 7 25 1.78 31.18 19.76 25.47
2001 7 26 14.46 29.53 15.91 22.72
2001 7 27 0 32.06 15.47 23.77
2001 7 28 0.38 25.59 9.83 17.71
2001 7 29 0.22 27.43 11.89 19.66
2001 7 30 2.03 23.65 16.16 19.91
2001 7 31 1.17 30.77 20.41 25.59
2001 8 1 8.09 29.87 19.5 24.69
2001 8 2 0 23.21 15.55 19.38
2001 8 3 3.47 29.94 18.3 24.12
2001 8 4 0.37 19.71 16.38 18.05
2001 8 5 4.45 22.04 16.51 19.27
2001 8 6 2.39 32.34 20.64 26.49
2001 8 7 0 26.54 14.45 20.49
2001 8 8 0 25.58 11.38 18.48
2001 8 9 0 23.59 6.27 14.93
2001 8 10 0 31.21 15.71 23.46
2001 8 11 2.27 28.17 12.41 20.29
2001 8 12 0 31.72 14.89 23.3
2001 8 13 0 35.91 17.63 26.77
2001 8 14 3.15 34.35 18.06 26.2
2001 8 15 0 28.67 13.39 21.03
2001 8 16 0 26.7 12.76 19.73
2001 8 17 0.05 25.51 15.3 20.41
2001 8 18 5.79 33.2 20.07 26.64
2001 8 19 17.99 31.04 18.61 24.82
2001 8 20 0.19 21.29 10.28 15.79
2001 8 21 8.49 29.11 17.22 23.16
2001 8 22 0 22.18 10.47 16.32
2001 8 23 0 31.45 15.1 23.27
2001 8 24 0 26.99 7.62 17.3
2001 8 25 0 25.92 8.83 17.38
2001 8 26 0 30.1 10.97 20.54
2001 8 27 0 25.06 8.1 16.58
2001 8 28 0 30.8 13.51 22.16
2001 8 29 0.5 29.65 15.34 22.49
2001 8 30 0 32.31 18.61 25.46
2001 8 31 0 25.1 8.15 16.62
2001 9 1 2.57 23.87 6.49 15.18
2001 9 2 0 29.3 12.76 21.03
2001 9 3 13.72 24.09 8.77 16.43
2001 9 4 9.2 25.8 13.01 19.41
2001 9 5 24.98 29.31 19.22 24.27
